variable,dictionaryID,dimensionID,Type,languageCode,dictionary,dimension,section,subSection,heading,Subheading,word,
c9.671,9,671,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Unimportance,
c9.672,9,672,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Utility,
c9.673,9,673,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Inutility,
c9.674,9,674,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Expedience,
c9.675,9,675,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Inexpedience,
c9.676,9,676,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Goodness,
c9.677,9,677,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Badness,
c9.678,9,678,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Perfection,
c9.679,9,679,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Imperfection,
c9.680,9,680,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Cleanness,
c9.681,9,681,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Uncleanness,
c9.682,9,682,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Health,
c9.683,9,683,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Disease,
c9.684,9,684,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Salubrity,
c9.685,9,685,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Insalubrity,
c9.686,9,686,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Improvement,
c9.687,9,687,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Deterioration,
c9.688,9,688,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Restoration,
c9.689,9,689,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Relapse,
c9.690,9,690,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Remedy,
c9.691,9,691,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Actual Subservience,,Bane,
c9.692,9,692,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Contingent Subservience,,Safety,
c9.693,9,693,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Contingent Subservience,,Danger,
c9.694,9,694,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Contingent Subservience,,Refuge,
c9.695,9,695,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Contingent Subservience,,Pitfall,
c9.696,9,696,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Contingent Subservience,,Warning,
c9.697,9,697,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Contingent Subservience,,Alarm,
c9.698,9,698,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Contingent Subservience,,Preservation,
c9.699,9,699,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Contingent Subservience,,Escape,
c9.700,9,700,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Contingent Subservience,,Deliverance,
c9.701,9,701,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Precursory Measures,,Preparation,
c9.702,9,702,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Precursory Measures,,Nonpreparation,
c9.703,9,703,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Precursory Measures,,Essay,
c9.704,9,704,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Precursory Measures,,Undertaking,
c9.705,9,705,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Precursory Measures,,Use,
c9.706,9,706,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Precursory Measures,,Disuse,
c9.707,9,707,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Prospective Volition,Subservience to Ends Precursory Measures,,Misuse,
c9.708,9,708,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Action,
c9.709,9,709,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Inaction,
c9.710,9,710,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Activity,
c9.711,9,711,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Inactivity,
c9.712,9,712,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Haste,
c9.713,9,713,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Leisure,
c9.714,9,714,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Exertion,
c9.715,9,715,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Repose,
c9.716,9,716,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Fatigue,
c9.717,9,717,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Refreshment,
c9.718,9,718,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Agent,
c9.719,9,719,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,,Workshop,
c9.720,9,720,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Conduct,
c9.721,9,721,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Direction,
c9.722,9,722,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Director,
c9.723,9,723,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Advice,
c9.724,9,724,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Council,
c9.725,9,725,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Precept,
c9.726,9,726,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Skill,
c9.727,9,727,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Unskillfulness,
c9.728,9,728,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Proficient,
c9.729,9,729,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Bungler,
c9.730,9,730,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Cunning,
c9.731,9,731,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,,Artlessness,
c9.732,9,732,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Difficulty,
c9.733,9,733,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Facility,
c9.734,9,734,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Hindrance,
c9.735,9,735,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Aid,
c9.736,9,736,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Opposition,
c9.737,9,737,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Cooperation,
c9.738,9,738,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Opponent,
c9.739,9,739,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Auxiliary,
c9.740,9,740,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Party,
c9.741,9,741,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Discord,
c9.742,9,742,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Concord,
c9.743,9,743,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Defiance,
c9.744,9,744,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Attack,
c9.745,9,745,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Defense,
c9.746,9,746,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Retaliation,
c9.747,9,747,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Resistance,
c9.748,9,748,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Contention,
c9.749,9,749,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Peace,
c9.750,9,750,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Warfare,
c9.751,9,751,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Pacification,
c9.752,9,752,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Mediation,
c9.753,9,753,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Submission,
c9.754,9,754,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Combatant,
c9.755,9,755,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Arms,
c9.756,9,756,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,,Arena,
c9.757,9,757,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Results of Voluntary Action,,,Completion,
c9.758,9,758,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Results of Voluntary Action,,,Noncompletion,
c9.759,9,759,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Results of Voluntary Action,,,Success,
c9.760,9,760,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Results of Voluntary Action,,,Failure,
c9.761,9,761,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Results of Voluntary Action,,,Trophy,
c9.762,9,762,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Results of Voluntary Action,,,Prosperity,
c9.763,9,763,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Results of Voluntary Action,,,Adversity,
c9.764,9,764,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Individual Volition,Results of Voluntary Action,,,Mediocrity,
c9.765,9,765,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Authority,
c9.766,9,766,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Government,
c9.767,9,767,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Politics,
c9.768,9,768,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Laxity,
c9.769,9,769,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Severity,
c9.770,9,770,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Lenity,
c9.771,9,771,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Command,
c9.772,9,772,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Disobedience,
c9.773,9,773,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Obedience,
c9.774,9,774,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Compulsion,
c9.775,9,775,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Master,
c9.776,9,776,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Servant,
c9.777,9,777,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Scepter,
c9.778,9,778,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Freedom,
c9.779,9,779,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Subjection,
c9.780,9,780,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Liberation,
c9.781,9,781,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Restraint,
c9.782,9,782,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Prison,
c9.783,9,783,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Keeper,
c9.784,9,784,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Prisoner,
c9.785,9,785,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Commission,
c9.786,9,786,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Abrogation,
c9.787,9,787,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Resignation,
c9.788,9,788,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Consignee,
c9.789,9,789,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,General Intersocial Volition,,,Deputy,
c9.790,9,790,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,,,Permission,
c9.791,9,791,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,,,Prohibition,
c9.792,9,792,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,,,Consent,
c9.793,9,793,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,,,Offer,
c9.794,9,794,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,,,Refusal,
c9.795,9,795,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,,,Request,
c9.796,9,796,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,,,Deprecation,
c9.797,9,797,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,,,Petitioner,
c9.798,9,798,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,,,Promise,
c9.799,9,799,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,,,Release From Engagement,
c9.800,9,800,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,,,Compact,
c9.801,9,801,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,,,Conditions,
c9.802,9,802,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,,,Security,
c9.803,9,803,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,,,Observance,
c9.804,9,804,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,,,Nonobservance,
c9.805,9,805,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,,,Compromise,
c9.806,9,806,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Property in General,,Acquisition,
c9.807,9,807,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Property in General,,Loss,
c9.808,9,808,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Property in General,,Possession,
c9.809,9,809,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Property in General,,Exemption,
c9.810,9,810,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Property in General,,Participation,
c9.811,9,811,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Property in General,,Possessor,
c9.812,9,812,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Property in General,,Property,
c9.813,9,813,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Property in General,,Retention,
c9.814,9,814,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Property in General,,Relinquishment,
c9.815,9,815,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Transfer,
c9.816,9,816,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Giving,
c9.817,9,817,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Receiving,
c9.818,9,818,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Apportionment,
c9.819,9,819,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Lending,
c9.820,9,820,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Borrowing,
c9.821,9,821,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Taking,
c9.822,9,822,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Restitution,
c9.823,9,823,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Stealing,
c9.824,9,824,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Thief,
c9.825,9,825,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer of Property,,Booty,
c9.826,9,826,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange of Property,,Barter,
c9.827,9,827,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange of Property,,Purchase,
c9.828,9,828,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange of Property,,Sale,
c9.829,9,829,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange of Property,,Merchant,
c9.830,9,830,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange of Property,,Merchandise,
c9.831,9,831,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange of Property,,Mart,
c9.832,9,832,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange of Property,,Stock Market,
c9.833,9,833,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange of Property,,Securities,
c9.834,9,834,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Money,
c9.835,9,835,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Treasurer,
c9.836,9,836,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Treasury,
c9.837,9,837,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Wealth,
c9.838,9,838,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Poverty,
c9.839,9,839,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Credit,
c9.840,9,840,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Debt,
c9.841,9,841,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Payment,
c9.842,9,842,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Nonpayment,
c9.843,9,843,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Expenditure,
c9.844,9,844,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Receipt,
c9.845,9,845,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Accounts,
c9.846,9,846,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Price,
c9.847,9,847,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Value,
c9.848,9,848,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Worthlessness,
c9.849,9,849,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Discount,
c9.850,9,850,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Dearness,
c9.851,9,851,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Cheapness,
c9.852,9,852,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Liberality,
c9.853,9,853,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Economy,
c9.854,9,854,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Greed,
c9.855,9,855,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Prodigality,
c9.856,9,856,Wordcount,eng,Roget's Thesaurus,Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,,Parsimony,
c9.857,9,857,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Affections In General,,,,Affections,
c9.858,9,858,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Affections In General,,,,Feeling,
c9.859,9,859,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Affections In General,,,,Sensibility,
c9.860,9,860,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Affections In General,,,,Insensibility,
c9.861,9,861,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Affections In General,,,,Excitation,
c9.862,9,862,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Affections In General,,,,Excitability,
c9.863,9,863,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Affections In General,,,,Inexcitability,
c9.864,9,864,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Pleasure,
c9.865,9,865,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Pain,
c9.866,9,866,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Pleasurableness,
c9.867,9,867,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Painfulness,
c9.868,9,868,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Content,
c9.869,9,869,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Discontent,
c9.870,9,870,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Regret,
c9.871,9,871,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Relief,
c9.872,9,872,Wordcount,eng,Roget's Thesaurus,Sentiment and Moral Powers,Personal Affections,Passive Affections,,,Aggravation,
