Variable,DictionaryID,DimensionID,Type,LanguageCode,DictionaryHumanName,Category,SubCategory,Level1,Level2,Level3,
c9.650,9,650,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,Pursuit,
c9.651,9,651,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,Avoidance,
c9.652,9,652,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,Relinquishment,
c9.653,9,653,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,Business,
c9.654,9,654,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,Plan,
c9.655,9,655,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,Method,
c9.656,9,656,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,Mid-course,
c9.657,9,657,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,Circuit,
c9.658,9,658,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Conceptional Volition,Requirement,
c9.659,9,659,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Instrumentality
c9.660,9,660,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Means
c9.661,9,661,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Instrument
c9.662,9,662,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Substitute
c9.663,9,663,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Materials
c9.664,9,664,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Store
c9.665,9,665,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Provision
c9.666,9,666,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Waste
c9.667,9,667,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Sufficiency
c9.668,9,668,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Insufficiency
c9.669,9,669,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Redundancy
c9.670,9,670,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Importance
c9.671,9,671,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Unimportance
c9.672,9,672,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Utility
c9.673,9,673,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Inutility
c9.674,9,674,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Expedience
c9.675,9,675,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Inexpedience
c9.676,9,676,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Goodness
c9.677,9,677,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Badness
c9.678,9,678,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Perfection
c9.679,9,679,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Imperfection
c9.680,9,680,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Cleanness
c9.681,9,681,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Uncleanness
c9.682,9,682,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Health
c9.683,9,683,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Disease
c9.684,9,684,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Salubrity
c9.685,9,685,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Insalubrity
c9.686,9,686,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Improvement
c9.687,9,687,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Deterioration
c9.688,9,688,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Restoration
c9.689,9,689,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Relapse
c9.690,9,690,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Remedy
c9.691,9,691,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Actual Subservience,Bane
c9.692,9,692,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Contingent Subservience,Safety
c9.693,9,693,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Contingent Subservience,Danger
c9.694,9,694,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Contingent Subservience,Refuge
c9.695,9,695,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Contingent Subservience,Pitfall
c9.696,9,696,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Contingent Subservience,Warning
c9.697,9,697,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Contingent Subservience,Alarm
c9.698,9,698,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Contingent Subservience,Preservation
c9.699,9,699,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Contingent Subservience,Escape
c9.700,9,700,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Contingent Subservience,Deliverance
c9.701,9,701,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Precursory Measures,Preparation
c9.702,9,702,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Precursory Measures,Nonpreparation
c9.703,9,703,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Precursory Measures,Essay
c9.704,9,704,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Precursory Measures,Undertaking
c9.705,9,705,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Precursory Measures,Use
c9.706,9,706,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Precursory Measures,Disuse
c9.707,9,707,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Prospective Volition,Subservience To Ends,Precursory Measures,Misuse
c9.708,9,708,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Action,
c9.709,9,709,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Inaction,
c9.710,9,710,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Activity,
c9.711,9,711,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Inactivity,
c9.712,9,712,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Haste,
c9.713,9,713,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Leisure,
c9.714,9,714,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Exertion,
c9.715,9,715,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Repose,
c9.716,9,716,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Fatigue,
c9.717,9,717,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Refreshment,
c9.718,9,718,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Agent,
c9.719,9,719,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Simple Voluntary Action,Workshop,
c9.720,9,720,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Conduct,
c9.721,9,721,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Direction,
c9.722,9,722,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Director,
c9.723,9,723,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Advice,
c9.724,9,724,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Council,
c9.725,9,725,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Precept,
c9.726,9,726,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Skill,
c9.727,9,727,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Unskillfulness,
c9.728,9,728,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Proficient,
c9.729,9,729,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Bungler,
c9.730,9,730,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Cunning,
c9.731,9,731,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Voluntary Action,Complex Voluntary Action,Artlessness,
c9.732,9,732,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Difficulty,
c9.733,9,733,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Facility,
c9.734,9,734,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Hindrance,
c9.735,9,735,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Aid,
c9.736,9,736,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Opposition,
c9.737,9,737,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Cooperation,
c9.738,9,738,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Opponent,
c9.739,9,739,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Auxiliary,
c9.740,9,740,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Party,
c9.741,9,741,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Discord,
c9.742,9,742,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Concord,
c9.743,9,743,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Defiance,
c9.744,9,744,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Attack,
c9.745,9,745,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Defense,
c9.746,9,746,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Retaliation,
c9.747,9,747,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Resistance,
c9.748,9,748,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Contention,
c9.749,9,749,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Peace,
c9.750,9,750,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Warfare,
c9.751,9,751,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Pacification,
c9.752,9,752,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Mediation,
c9.753,9,753,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Submission,
c9.754,9,754,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Combatant,
c9.755,9,755,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Arms,
c9.756,9,756,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Antagonism,Conditional Antagonism,Arena,
c9.757,9,757,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Results Of Voluntary Action,Completion,,
c9.758,9,758,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Results Of Voluntary Action,Noncompletion,,
c9.759,9,759,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Results Of Voluntary Action,Success,,
c9.760,9,760,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Results Of Voluntary Action,Failure,,
c9.761,9,761,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Results Of Voluntary Action,Trophy,,
c9.762,9,762,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Results Of Voluntary Action,Prosperity,,
c9.763,9,763,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Results Of Voluntary Action,Adversity,,
c9.764,9,764,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Individual Volition,Results Of Voluntary Action,Mediocrity,,
c9.765,9,765,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Authority,,
c9.766,9,766,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Government,,
c9.767,9,767,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Politics,,
c9.768,9,768,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Laxity,,
c9.769,9,769,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Severity,,
c9.770,9,770,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Lenity,,
c9.771,9,771,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Command,,
c9.772,9,772,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Disobedience,,
c9.773,9,773,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Obedience,,
c9.774,9,774,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Compulsion,,
c9.775,9,775,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Master,,
c9.776,9,776,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Servant,,
c9.777,9,777,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Scepter,,
c9.778,9,778,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Freedom,,
c9.779,9,779,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Subjection,,
c9.780,9,780,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Liberation,,
c9.781,9,781,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Restraint,,
c9.782,9,782,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Prison,,
c9.783,9,783,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Keeper,,
c9.784,9,784,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Prisoner,,
c9.785,9,785,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Commission,,
c9.786,9,786,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Abrogation,,
c9.787,9,787,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Resignation,,
c9.788,9,788,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Consignee,,
c9.789,9,789,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,General Intersocial Volition,Deputy,,
c9.790,9,790,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,Permission,,
c9.791,9,791,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,Prohibition,,
c9.792,9,792,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,Consent,,
c9.793,9,793,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,Offer,,
c9.794,9,794,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,Refusal,,
c9.795,9,795,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,Request,,
c9.796,9,796,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,Deprecation,,
c9.797,9,797,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Special Intersocial Volition,Petitioner,,
c9.798,9,798,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,Promise,,
c9.799,9,799,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,Release From Engagement,,
c9.800,9,800,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,Compact,,
c9.801,9,801,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,Conditions,,
c9.802,9,802,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,Security,,
c9.803,9,803,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,Observance,,
c9.804,9,804,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,Nonobservance,,
c9.805,9,805,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Conditional Intersocial Volition,Compromise,,
c9.806,9,806,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Property In General,Acquisition,
c9.807,9,807,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Property In General,Loss,
c9.808,9,808,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Property In General,Possession,
c9.809,9,809,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Property In General,Exemption,
c9.810,9,810,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Property In General,Participation,
c9.811,9,811,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Property In General,Possessor,
c9.812,9,812,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Property In General,Property,
c9.813,9,813,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Property In General,Retention,
c9.814,9,814,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Property In General,Relinquishment,
c9.815,9,815,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Transfer,
c9.816,9,816,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Giving,
c9.817,9,817,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Receiving,
c9.818,9,818,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Apportionment,
c9.819,9,819,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Lending,
c9.820,9,820,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Borrowing,
c9.821,9,821,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Taking,
c9.822,9,822,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Restitution,
c9.823,9,823,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Stealing,
c9.824,9,824,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Thief,
c9.825,9,825,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Transfer Of Property,Booty,
c9.826,9,826,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange Of Property,Barter,
c9.827,9,827,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange Of Property,Purchase,
c9.828,9,828,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange Of Property,Sale,
c9.829,9,829,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange Of Property,Merchant,
c9.830,9,830,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange Of Property,Merchandise,
c9.831,9,831,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange Of Property,Mart,
c9.832,9,832,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange Of Property,Stock Market,
c9.833,9,833,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Interchange Of Property,Securities,
c9.834,9,834,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Money,
c9.835,9,835,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Treasurer,
c9.836,9,836,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Treasury,
c9.837,9,837,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Wealth,
c9.838,9,838,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Poverty,
c9.839,9,839,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Credit,
c9.840,9,840,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Debt,
c9.841,9,841,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Payment,
c9.842,9,842,WORDCOUNT,eng,Roget's Thesaurus, Volontary Powers,Intersocial Volition Section,Possessive Relations,Monetary Relations,Nonpayment,
