Variable,DictionaryID,DimensionID,Type,LanguageCode,DictionaryHumanName,DimensionHumanName,DictionaryCitation
c31.50,31,50,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,PRIMARY/SENSATION/COLD,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.51,31,51,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,PRIMARY/SENSATION/GEN_SENSATION,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.52,31,52,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,PRIMARY/SENSATION/HARD,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.53,31,53,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,PRIMARY/SENSATION/ODOR,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.54,31,54,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,PRIMARY/SENSATION/SOFT,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.55,31,55,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,PRIMARY/SENSATION/SOUND,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.56,31,56,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,PRIMARY/SENSATION/TASTE,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.57,31,57,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,PRIMARY/SENSATION/TOUCH,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.58,31,58,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,PRIMARY/SENSATION/VISION,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.59,31,59,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,SECONDARY/INSTRU_BEHAVIOR,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.60,31,60,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,SECONDARY/MORAL_IMPERATIVE,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.61,31,61,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,SECONDARY/ORDER,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.62,31,62,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,SECONDARY/RESTRAINT,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.63,31,63,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,SECONDARY/SOCIAL_BEHAVIOR,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c31.64,31,64,WORDCOUNT,swe,Regressive Imagery Dictionary Swedish Edition,SECONDARY/TEMPORAL_REFERE,"Regressive Imagery Dictionary Swedish Translation by Torsten Norlander, Moira Linnarud, Marika Kjellen-Simes, and Robert Hogenraad"
c32.1,32,1,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/BESOINS/ANALITE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.2,32,2,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/BESOINS/ORALITE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.3,32,3,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/BESOINS/SEXE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.4,32,4,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRES/ALTERATION DE LA CONSCIENCE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.5,32,5,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRES/CONCRET,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.6,32,6,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRES/FRANCHISSEMENT & PASSAGE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.7,32,7,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRES/INCONNU,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.8,32,8,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRES/INTEMPOREL,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.9,32,9,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/CONNAISSANCE REGRES/NARCISSISME,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.10,32,10,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/IMAGERIE ICAREENNE/DESCENDRE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.11,32,11,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/IMAGERIE ICAREENNE/EAU,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.12,32,12,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/IMAGERIE ICAREENNE/FEU,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.13,32,13,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/IMAGERIE ICAREENNE/HAUT,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.14,32,14,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/IMAGERIE ICAREENNE/MONTER,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.15,32,15,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/IMAGERIE ICAREENNE/PROFONDEUR,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.16,32,16,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SENSATIONS/DOUX,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.17,32,17,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SENSATIONS/DUR,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.18,32,18,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SENSATIONS/FROID,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.19,32,19,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SENSATIONS/GOUT,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.20,32,20,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SENSATIONS/ODORAT,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.21,32,21,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SENSATIONS/OUIE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.22,32,22,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SENSATIONS/SENSATION GENERALE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.23,32,23,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SENSATIONS/TOUCHER,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.24,32,24,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SENSATIONS/VUE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.25,32,25,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SYMBOLISATION DEFEN/CHAOS,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.26,32,26,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SYMBOLISATION DEFEN/DIFFUS,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.27,32,27,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SYMBOLISATION DEFEN/MOUVEMENT NON ORIENTE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.28,32,28,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SYMBOLISATION DEFEN/PASSIVITE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.29,32,29,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS PRIMAIRES/SYMBOLISATION DEFEN/VOYAGE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.30,32,30,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS SECONDAIRES/COMPORTEMENT INSTRUMENTAL,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.31,32,31,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS SECONDAIRES/COMPORTEMENT SOCIAL,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.32,32,32,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS SECONDAIRES/IMPERATIF MORAL,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.33,32,33,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS SECONDAIRES/LOI & RESTRICTION,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.34,32,34,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS SECONDAIRES/ORDRE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.35,32,35,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS SECONDAIRES/PENSEE ABSTRAITE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.36,32,36,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),PROCESSUS SECONDAIRES/REFERENCE TEMPORELLE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.37,32,37,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),EMOTIONS/AFFECT POSITIF,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.38,32,38,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),EMOTIONS/AGRESSION,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.39,32,39,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),EMOTIONS/AMOUR,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.40,32,40,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),EMOTIONS/ANXIETE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.41,32,41,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),EMOTIONS/COMPORTEMENT EXPRESSIF,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.42,32,42,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),EMOTIONS/TRIOMPHE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c32.43,32,43,WORDCOUNT,por,Regressive Imagery Dictionary Portuguese Edition (Partial Vocab Expansion),EMOTIONS/TRISTESSE,"Regressive Imagery Dictionary Portuguese Translation by Tito Cardoso e Cunha, Brigitte Detry, and Robert Hogenraad"
c33.1,33,1,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),EMOTIONS/AFFECTION,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.2,33,2,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),EMOTIONS/AGGRESSION,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.3,33,3,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),EMOTIONS/ANXIETY,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.4,33,4,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),EMOTIONS/EXPRESIVE_BEHAVIOR,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.5,33,5,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),EMOTIONS/GLORY,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.6,33,6,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),EMOTIONS/POSITIVE_AFFECT,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.7,33,7,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),EMOTIONS/SADNESS,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.8,33,8,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/DEFENSIVE_SYMBOL/CHAOS,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.9,33,9,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/DEFENSIVE_SYMBOL/DIFFUSION,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.10,33,10,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/DEFENSIVE_SYMBOL/PASSIVITY,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.11,33,11,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/DEFENSIVE_SYMBOL/RANDOM_MOVEMENT,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.12,33,12,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/DEFENSIVE_SYMBOL/VOYAGE,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.13,33,13,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/ICARIAN_IMAGERY/ASCEND,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.14,33,14,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/ICARIAN_IMAGERY/DEPTH,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.15,33,15,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/ICARIAN_IMAGERY/DESCENT,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.16,33,16,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/ICARIAN_IMAGERY/FIRE,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.17,33,17,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/ICARIAN_IMAGERY/HEIGHT,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.18,33,18,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/ICARIAN_IMAGERY/WATER,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.19,33,19,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/NEED/ANALITY,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.20,33,20,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/NEED/ORALITY,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.21,33,21,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/NEED/SEX,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.22,33,22,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/REGR_KNOWL/BRINK_PASSAGE,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.23,33,23,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/REGR_KNOWL/CONCRETENESS,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.24,33,24,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/REGR_KNOWL/CONSCIOUS_ALTER,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.25,33,25,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/REGR_KNOWL/NARCISSISM,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.26,33,26,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/REGR_KNOWL/TIMELESSNESS,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.27,33,27,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/REGR_KNOWL/UNKNOWN,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.28,33,28,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/SENSATION/COLD,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.29,33,29,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/SENSATION/GEN_SENSATION,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.30,33,30,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/SENSATION/HARD,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.31,33,31,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/SENSATION/ODOR,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.32,33,32,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/SENSATION/SOFT,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.33,33,33,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/SENSATION/SOUND,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.34,33,34,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/SENSATION/TASTE,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.35,33,35,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/SENSATION/TOUCH,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.36,33,36,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),PRIMARY_PROCESS/SENSATION/VISION,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.37,33,37,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),SECONDARY_PROCESS/ABSTRACT_THOUGHT,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.38,33,38,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),SECONDARY_PROCESS/INSTRUMENTAL_BEH,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.39,33,39,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),SECONDARY_PROCESS/MORAL_IMPERATIVES,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.40,33,40,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),SECONDARY_PROCESS/ORDER,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.41,33,41,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),SECONDARY_PROCESS/RESTRAINT,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.42,33,42,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),SECONDARY_PROCESS/SOCIAL_BEHAVIOR,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c33.43,33,43,WORDCOUNT,deu,Regressive Imagery Dictionary German Edition (Nearly Complete Vocab Expansion),SECONDARY_PROCESS/TEMPORAL_REFERENCE,Regressive Imagery Dictionary Germany Translation by Renate Delphendahl
c36.1,36,1,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,InstrumentalRID,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.2,36,2,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,NeedH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.3,36,3,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,GoalH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.4,36,4,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,TryH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.5,36,5,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,MeansH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.6,36,6,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,PersistH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.7,36,7,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,CompleteH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.8,36,8,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,FinishH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.9,36,9,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,MeansLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.10,36,10,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,FailH4,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.11,36,11,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,TransactionGainLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
c36.12,36,12,WORDCOUNT,fra,Hogenraad's Motive Dictionary French Version,TransactionLw,"Hogenraad, Robert. (2008). Hogenraad's Motive Dictionary, French Version 1.2."
