Code,Long_Code,Topic
WB_3830,WB_3830_HOUSING_DEVELOPER_FINANCE,Housing Developer Finance
WB_3831,WB_3831_HOUSING_MICROFINANCE,Housing Microfinance
WB_3832,WB_3832_HOUSING_FINANCE_AND_ISLAMIC_FINANCE,Housing Finance and Islamic Finance
WB_3833,WB_3833_LAND_ACQUISITION,Land Acquisition
WB_3834,WB_3834_MORTGAGE_MARKET_DEVELOPMENT,Mortgage Market Development
WB_3835,WB_3835_STRUCTURED_FINANCE,Structured Finance
WB_3836,WB_3836_INSURANCE,Insurance
WB_3837,WB_3837_LIFE_INSURANCE,Life Insurance
WB_3838,WB_3838_MICRO_INSURANCE,Micro Insurance
WB_3839,WB_3839_NON-LIFE_INSURANCE,Non-Life Insurance
WB_384,WB_384_LOANS_AND_GUARANTEES,Loans and Guarantees
WB_3840,WB_3840_STRATEGY_AND_RISK_MANAGEMENT_FOR_INSURANCE_PRODUCTS,Strategy and Risk Management for Insurance Products
WB_3841,WB_3841_BLENDED_MICROFINANCE,Blended Microfinance
WB_3842,WB_3842_CUSTOMER_VALUE_PROPOSITION,Customer Value Proposition
WB_3843,WB_3843_MICROFINANCE_MOBILIZATION,Microfinance Mobilization
WB_3844,WB_3844_RISK_SHARING_FACILITIES,Risk Sharing Facilities
WB_3845,WB_3845_BANK_DOWNSCALING,Bank Downscaling
WB_3846,WB_3846_SME_UPSCALING,SME Upscaling
WB_3847,WB_3847_TRANSFORMATION_OF_MICROFINANCE_INSTITUTIONS,Transformation of Microfinance Institutions
WB_3848,WB_3848_PRODUCT_DEVELOPMENT_FOR_MICROFINANCE,Product Development for Microfinance
WB_3849,WB_3849_MICROFINANCE_CHANNEL_DEVELOPMENT,Microfinance Channel Development
WB_385,WB_385_HUMAN_CAPITAL_FOR_INNOVATION_AND_ENTREPRENEURSHIP,Human Capital for Innovation and Entrepreneurship
WB_3850,WB_3850_VERY_SMALL_ENTERPRISE_FINANCE,Very Small Enterprise Finance
WB_3851,WB_3851_RESPONSIBLE_FINANCE,Responsible Finance
WB_3852,WB_3852_SME_FINANCE,SME Finance
WB_3853,WB_3853_SME_BANKER_TRAINING,SME Banker Training
WB_3854,WB_3854_SME_HUMAN_RESOURCES,SME Human Resources
WB_3855,WB_3855_SME_CREDIT_LINES,SME Credit Lines
WB_3856,WB_3856_SME_CREDIT_RISK_MANAGEMENT,SME Credit Risk Management
WB_3857,WB_3857_SME_OPERATIONS_CHANNELS,SME Operations Channels
WB_3858,WB_3858_SME_VALUE_CHAIN_FINANCE,SME Value Chain Finance
WB_3859,WB_3859_UNSECURED_LENDING,Unsecured Lending
WB_386,WB_386_ENTREPRENEURSHIP_AND_INNOVATION_MANAGEMENT_CAPABILITY,Entrepreneurship and Innovation Management Capability
WB_3860,WB_3860_MSME_ISLAMIC_FINANCE,MSME Islamic Finance
WB_3861,WB_3861_MSME_NON-FINANCIAL_SERVICES,MSME Non-Financial Services
WB_3862,WB_3862_MSME_MARKET_STUDIES_AND_ANALYTICS,MSME Market Studies and Analytics
WB_3863,WB_3863_MSME_DATA_AND_ANALYTICS,MSME Data and Analytics
WB_3864,WB_3864_BANKING_STRATEGY_AND_RISK_MANAGEMENT,Banking Strategy and Risk Management
WB_3865,WB_3865_CAPITAL_MANAGEMENT_AND_PRICING,Capital Management and Pricing
WB_3866,WB_3866_CORE_BANKING_PRODUCTS,Core Banking Products
WB_3867,WB_3867_CYBER_SECURITY_FOR_BANKING,Cyber Security for Banking
WB_3868,WB_3868_BANKING_DELIVERY_CHANNELS,Banking Delivery Channels
WB_3869,WB_3869_BANKING_NETWORK_MANAGEMENT,Banking Network Management
WB_387,WB_387_VOCATIONAL_AND_TECHNICAL_TRAINING,Vocational and Technical Training
WB_3870,WB_3870_FINANCIAL_MODELING,Financial Modeling
WB_3872,WB_3872_MERGERS_AND_ACQUISITIONS,Mergers and Acquisitions
WB_3873,WB_3873_MARKET_ANALYSIS_AND_SEGMENTATION,Market Analysis and Segmentation
WB_3874,WB_3874_BANKING_ORGANIZATION_DESIGN,Banking Organization Design
WB_3875,WB_3875_PERFORMANCE_EVALUATION_AND_INCENTIVES_IN_BANKING,Performance Evaluation and Incentives in Banking
WB_3877,WB_3877_PRODUCT_DESIGN_IN_BANKING,Product Design in Banking
WB_3878,WB_3878_RETAIL_BANKING,Retail Banking
WB_3879,WB_3879_BANKING_STRATEGY,Banking Strategy
WB_388,WB_388_ENTREPRENEURIAL_AND_RESEARCH_DIASPORA_LINKAGE,Entrepreneurial and Research Diaspora Linkage
WB_3880,WB_3880_TECHNOLOGY_STRATEGY_AND_PLANNING_FOR_BANKING,Technology Strategy and Planning for Banking
WB_3881,WB_3881_CREDIT_PROCESSES,Credit Processes
WB_3882,WB_3882_CREDIT_SCORING,Credit Scoring
WB_3883,WB_3883_BANKING_RISK_GOVERNANCE,Banking Risk Governance
WB_3884,WB_3884_BANKING_RISK_AND_COMPLIANCE,Banking Risk and Compliance
WB_3885,WB_3885_CREDIT_RISK,Credit Risk
WB_3886,WB_3886_BANKING_OPERATIONAL_RISK,Banking Operational Risk
WB_3887,WB_3887_INTERNAL_CAPITAL_ADEQUACY_ASSESSMENT_PROCESS,Internal Capital Adequacy Assessment Process
WB_3888,WB_3888_INTEREST_RATE_RISK,Interest Rate Risk
WB_3889,WB_3889_LIQUIDITY_RISK,Liquidity Risk
WB_3890,WB_3890_BANKING_INSTITUTION_STRENGTHENING_AND_BUILDING,Banking Institution Strengthening and Building
WB_3891,WB_3891_FINANCIAL_STRESS_TESTING,Financial Stress Testing
WB_3892,WB_3892_FINANCIAL_SIMULATION,Financial Simulation
WB_3893,WB_3893_BANKING_STRATEGY_AND_RISK_MANAGEMENT_POLICIES,Banking Strategy and Risk Management Policies
WB_3894,WB_3894_FINANCIAL_RISK_CALCULATORS,Financial Risk Calculators
WB_3895,WB_3895_FINANCIAL_RISK_REPORTING,Financial Risk Reporting
WB_3896,WB_3896_BANKING_RISK_PACKAGES,Banking Risk Packages
WB_3897,WB_3897_BANKING_STRATEGY_AND_RISK_MANAGEMENT_CLIENT_TRAINING,Banking Strategy and Risk Management Client Training
WB_3898,WB_3898_BANKING_STRATEGY_AND_RISK_MANAGEMENT_PRESENTATIONS,Banking Strategy and Risk Management Presentations
WB_3899,WB_3899_RISK_ASSESSMENT_FRAMEWORK,Risk Assessment Framework
WB_390,WB_390_NATIONAL_QUALITY_SYSTEMS,National Quality Systems
WB_3900,WB_3900_BANKING_RISK_DIAGNOSTIC,Banking Risk Diagnostic
WB_3901,WB_3901_RISK_ASSESSMENT_FRAMEWORK_MATURITY_MATRIX,Risk Assessment Framework Maturity Matrix
WB_3902,WB_3902_BANKING_RISK_MANAGEMENT,Banking Risk Management
WB_3903,WB_3903_TRADE_AND_COMMODITY_FINANCE,Trade and Commodity Finance
WB_3904,WB_3904_PORTFOLIO-BASED_RISK_SHARING_SOLUTIONS,Portfolio-Based Risk Sharing Solutions
WB_3905,WB_3905_SHORT-TERM_CREDIT_LINES,Short-Term Credit Lines
WB_3906,WB_3906_TRADE_GUARANTEES,Trade Guarantees
WB_3907,WB_3907_CARBON_CAPTURE_AND_STORAGE_FINANCE,Carbon Capture and Storage Finance
WB_3908,WB_3908_ENERGY_STORAGE,Energy Storage
WB_3909,WB_3909_GRID_EXTENSION,Grid Extension
WB_3910,WB_3910_GRID_DENSIFICATION,Grid Densification
WB_3911,WB_3911_SLUM_ELECTRIFICATION,Slum Electrification
WB_3912,WB_3912_MINI-GRID_SYSTEM,Mini-Grid System
WB_3913,WB_3913_PORTABLE_OFF-GRID_SYSTEM,Portable Off-Grid System
WB_3914,WB_3914_STANDALONE_OFF-GRID_SYSTEM,Standalone Off-Grid System
WB_3915,WB_3915_PRODUCTIVE_USES_OF_ELECTRICITY,Productive Uses of Electricity
WB_3916,WB_3916_ELECTRICITY_ACCESS_AND_AGRICULTURE,Electricity Access and Agriculture
WB_3917,WB_3917_ELECTRICITY_ACCESS_AND_WATER,Electricity Access and Water
WB_3918,WB_3918_INSTITUTIONAL_USES_OF_ELECTRICITY,Institutional Uses of Electricity
WB_3919,WB_3919_ELECTRICITY_ACCESS_AND_HEALTH,Electricity Access and Health
WB_3920,WB_3920_ELECTRICITY_ACCESS_AND_EDUCATION,Electricity Access and Education
WB_3921,WB_3921_ACCESS_TO_PUBLIC_LIGHTING,Access to Public Lighting
WB_3922,WB_3922_IMPROVED_ACCESS_TO_ELECTRICITY_SERVICES,Improved Access to Electricity Services
WB_3923,WB_3923_ENERGY_ACCESS_POLICY_AND_REGULATIONS,Energy Access Policy and Regulations
WB_3924,WB_3924_OIL_AND_GAS_TAX_ADMINISTRATION,Oil and Gas Tax Administration
WB_3925,WB_3925_EXTRACTIVES_AND_SOCIAL_DEVELOPMENT,Extractives and Social Development
WB_3926,WB_3926_EXTRACTIVES_AND_INTEGRATED_LANDSCAPE_PLANNING,Extractives and Integrated Landscape Planning
WB_3927,WB_3927_OIL_AND_GAS_ENVIRONMENTAL_MANAGEMENT,Oil and Gas Environmental Management
WB_3928,WB_3928_GEMSTONES,Gemstones
WB_3929,WB_3929_MINING_TAX_ADMINISTRATION,Mining Tax Administration
WB_3930,WB_3930_MINING_AND_SOCIAL_DEVELOPMENT,Mining and Social Development
WB_3931,WB_3931_MINE_WASTE_AND_TAILINGS,Mine Waste and Tailings
WB_3932,WB_3932_MINE_CLOSURE_AND_REHABILITATION,Mine Closure and Rehabilitation
WB_3933,WB_3933_INDUSTRIAL_MINERALS,Industrial Minerals
WB_3934,WB_3934_EXTRACTIVES_AND_CROSS-CUTTING_THEMES,Extractives and Cross-Cutting Themes
WB_3935,WB_3935_EXTRACTIVES_AND_GENDER,Extractives and Gender
WB_3936,WB_3936_GENDER_AND_OIL_AND_GAS,Gender and Oil and Gas
WB_3937,WB_3937_POWER_SECTOR_REFORM,Power Sector Reform
WB_3938,WB_3938_POVERTY_AND_SOCIAL_IMPACT_ANALYSIS_OF_POWER_SECTOR_REFORM,Poverty and Social Impact Analysis of Power Sector Reform
WB_3939,WB_3939_POLITICAL_ECONOMY_OF_POWER_SECTOR_REFORM,Political Economy of Power Sector Reform
WB_394,WB_394_TECHNOLOGY_EXTENSION_SERVICES,Technology Extension Services
WB_3940,WB_3940_ECONOMIC_ANALYSIS_OF_POWER_PROJECTS,Economic Analysis of Power Projects
WB_3941,WB_3941_IMPACT_EVALUATION_OF_POWER_PROJECTS,Impact Evaluation of Power Projects
WB_3942,WB_3942_POWER_TARIFFS,Power Tariffs
WB_3943,WB_3943_POWER_TARIFF_REGULATION,Power Tariff Regulation
WB_3944,WB_3944_POWER_TARIFF_STRUCTURE,Power Tariff Structure
WB_3945,WB_3945_POWER_COSTS,Power Costs
WB_3946,WB_3946_POWER_DEMAND_FORECASTING,Power Demand Forecasting
WB_3947,WB_3947_POWER_SECTOR_MARKET_DESIGN,Power Sector Market Design
WB_3948,WB_3948_POWER_SECTOR_REGULATION,Power Sector Regulation
WB_3949,WB_3949_POWER_SECTOR_RESTRUCTURING,Power Sector Restructuring
WB_395,WB_395_EARLY_STAGE_MENTORING,Early Stage Mentoring
WB_3950,WB_3950_CORPORATE_GOVERNANCE_OF_POWER_UTILITIES,Corporate Governance of Power Utilities
WB_3951,WB_3951_POWER_UTILITY_REFORM,Power Utility Reform
WB_3952,WB_3952_TRANSMISSION_CONCESSIONS,Transmission Concessions
WB_3953,WB_3953_DISTRIBUTION_CONCESSIONS,Distribution Concessions
WB_3954,WB_3954_ELECTRICITY_DISTRIBUTION_LEASE_AND_MANAGEMENT_CONTRACTS,Electricity Distribution Lease and Management Contracts
WB_3955,WB_3955_FINANCIAL_ANALYSIS_OF_ENERGY_PROJECTS,Financial Analysis of Energy Projects
WB_3956,WB_3956_UTILITY_FINANCE,Utility Finance
WB_3957,WB_3957_POWER_DISTRIBUTION_LINE_CONSTRUCTION,Power Distribution Line Construction
WB_3958,WB_3958_POWER_DISTRIBUTION_SYSTEM_GRID_DENSIFICATION,Power Distribution System Grid Densification
WB_3959,WB_3959_POWER_DISTRIBUTION_SUBSTATION_CONSTRUCTION,Power Distribution Substation Construction
WB_3960,WB_3960_POWER_DISTRIBUTION_LINE_REHABILITATION,Power Distribution Line Rehabilitation
WB_3961,WB_3961_POWER_DISTRIBUTION_LOSS_REDUCTION,Power Distribution Loss Reduction
WB_3962,WB_3962_POWER_DISTRIBUTION_SUBSTATION_REHABILITATION,Power Distribution Substation Rehabilitation
WB_3963,WB_3963_HIGH_VOLTAGE_ALTERNATING_CURRENT,High Voltage Alternating Current
WB_3964,WB_3964_HIGH_VOLTAGE_DIRECT_CURRENT,High Voltage Direct Current
WB_3965,WB_3965_POWER_SYSTEMS_REGIONAL_INFRASTRUCTURE,Power Systems Regional Infrastructure
WB_3966,WB_3966_POWER_SYSTEMS_CROSS-BORDER_INFRASTRUCTURE,Power Systems Cross-Border Infrastructure
WB_3967,WB_3967_SMART_GRID_INSTALLATION_FOR_RENEWABLE_ENERGY_INTEGRATION,Smart Grid Installation for Renewable Energy Integration
WB_3968,WB_3968_SMART_GRID_INSTALLATION_FOR_LOSS_REDUCTION,Smart Grid Installation for Loss Reduction
WB_3969,WB_3969_SMART_GRID_INSTALLATION_FOR_REGIONAL_INTEGRATION,Smart Grid Installation for Regional Integration
WB_3970,WB_3970_ADVANCED_METERING_SOLUTIONS_FOR_LOSS_REDUCTION,Advanced Metering Solutions for Loss Reduction
WB_3971,WB_3971_TRANSMISSION_SYSTEM_INTELLIGENCE_FOR_LOSS_REDUCTION,Transmission System Intelligence for Loss Reduction
WB_3972,WB_3972_SMART_GRID_DATA_ANALYTICS_SYSTEM_FOR_LOSS_REDUCTION,Smart Grid Data Analytics System for Loss Reduction
WB_3973,WB_3973_POWER_DISTRIBUTION_AUTOMATION_SYSTEM_FOR_LOSS_REDUCTION,Power Distribution Automation System for Loss Reduction
WB_3974,WB_3974_ADVANCED_METERING_SOLUTIONS_FOR_REGIONAL_INTEGRATION,Advanced Metering Solutions for Regional Integration
WB_3975,WB_3975_POWER_DISTRIBUTION_AUTOMATION_SYSTEM_FOR_REGIONAL_INTEGRATION,Power Distribution Automation System for Regional Integration
WB_3976,WB_3976_SMART_GRID_DATA_ANALYTICS_SYSTEM_FOR_REGIONAL_INTEGRATION,Smart Grid Data Analytics System for Regional Integration
WB_3977,WB_3977_TRANSMISSION_SYSTEM_INTELLIGENCE_FOR_REGIONAL_INTEGRATION,Transmission System Intelligence for Regional Integration
WB_3978,WB_3978_ADVANCED_METERING_SOLUTIONS_FOR_RENEWABLE_ENERGY_INTEGRATION,Advanced Metering Solutions for Renewable Energy Integration
WB_3979,WB_3979_POWER_DISTRIBUTION_AUTOMATION_SYSTEM_FOR_RENEWABLE_ENERGY_INTEGRATION,Power Distribution Automation System for Renewable Energy Integration
WB_398,WB_398_FEMALE_AND_YOUTH_ENTREPRENEURSHIP,Female and Youth Entrepreneurship
WB_3980,WB_3980_SMART_GRID_DATA_ANALYTICS_SYSTEM_FOR_RENEWABLE_ENERGY_INTEGRATION,Smart Grid Data Analytics System for Renewable Energy Integration
WB_3981,WB_3981_TRANSMISSION_SYSTEM_INTELLIGENCE_FOR_RENEWABLE_ENERGY_INTEGRATION,Transmission System Intelligence for Renewable Energy Integration
WB_3982,WB_3982_HVAC_POWER_LINE_CONSTRUCTION,HVAC Power Line Construction
WB_3983,WB_3983_HVAC_POWER_SUBSTATION_CONSTRUCTION,HVAC Power Substation Construction
WB_3984,WB_3984_HVAC_POWER_LINE_REHABILITATION,HVAC Power Line Rehabilitation
WB_3985,WB_3985_HVAC_POWER_SUBSTATION_REHABILITATION,HVAC Power Substation Rehabilitation
WB_3986,WB_3986_HVAC_POWER_TRANSMISSION_FOR_RENEWABLE_ENERGY_INTEGRATION,HVAC Power Transmission for Renewable Energy Integration
WB_3987,WB_3987_HVAC_POWER_TRANSMISSION_FOR_REGIONAL_INTEGRATION,HVAC Power Transmission for Regional Integration
WB_3988,WB_3988_LOSS_REDUCTION_IN_HVAC_POWER_TRANSMISSION,Loss Reduction in HVAC Power Transmission
WB_3989,WB_3989_MINING_BENEFITS_SHARING,Mining Benefits Sharing
WB_399,WB_399_INNOVATION_FOR_GREEN_GROWTH,Innovation for Green Growth
WB_3990,WB_3990_BANK_MANAGEMENT,Bank Management
WB_3991,WB_3991_BANK_EARNINGS,Bank Earnings
WB_3992,WB_3992_BANK_LIQUIDITY,Bank Liquidity
WB_3993,WB_3993_BANK_SENSITIVITY,Bank Sensitivity
WB_3994,WB_3994_BANK_AUDITING,Bank Auditing
WB_3995,WB_3995_BANK_TREASURY_MANAGEMENT,Bank Treasury Management
WB_3996,WB_3996_ASSET_LIABILITY_MANAGEMENT,Asset Liability Management
WB_3997,WB_3997_HVDC_POWER_LINE_CONSTRUCTION,HVDC Power Line Construction
WB_3998,WB_3998_HVDC_POWER_LINE_REHABILITATION,HVDC Power Line Rehabilitation
WB_3999,WB_3999_HVDC_POWER_SUBSTATION_CONSTRUCTION,HVDC Power Substation Construction
WB_400,WB_400_INNOVATION-DRIVEN_INCLUSIVE_GROWTH,Innovation-Driven Inclusive Growth
WB_4000,WB_4000_HVDC_POWER_SUBSTATION_REHABILITATION,HVDC Power Substation Rehabilitation
WB_4001,WB_4001_HVDC_POWER_TRANSMISSION_FOR_REGIONAL_INTEGRATION,HVDC Power Transmission for Regional Integration
WB_4002,WB_4002_LOSS_REDUCTION_IN_HVDC_POWER_TRANSMISSION,Loss Reduction in HVDC Power Transmission
WB_4004,WB_4004_HVDC_POWER_TRANSMISSION_FOR_RENEWABLE_ENERGY_INTEGRATION,HVDC Power Transmission for Renewable Energy Integration
WB_4005,WB_4005_CROSS-BORDER_POWER_LINE_CONSTRUCTION,Cross-Border Power Line Construction
WB_4006,WB_4006_CROSS-BORDER_POWER_SUBSTATION_CONSTRUCTION,Cross-Border Power Substation Construction
WB_4007,WB_4007_CROSS-BORDER_POWER_LINE_REHABILITATION,Cross-Border Power Line Rehabilitation
WB_4008,WB_4008_CROSS-BORDER_POWER_SUBSTATION_REHABILITATION,Cross-Border Power Substation Rehabilitation
WB_4009,WB_4009_REGIONAL_HVAC_INFRASTRUCTURE,Regional HVAC Infrastructure
WB_4010,WB_4010_REGIONAL_HVDC_INFRASTRUCTURE,Regional HVDC Infrastructure
WB_4011,WB_4011_ENERGY_STORAGE_BATTERIES,Energy Storage Batteries
WB_4012,WB_4012_EXTRACTIVES_AND_CLIMATE,Extractives and Climate
WB_4013,WB_4013_EXTRACTIVES_AND_FRAGILE_AND_CONFLICT_STATES,Extractives and Fragile and Conflict States
WB_4014,WB_4014_EXTRACTIVES_AND_CITIZEN_ENGAGEMENT,Extractives and Citizen Engagement
WB_4015,WB_4015_OCCUPATIONAL_HEALTH_AND_SAFETY_IN_EXTRACTIVES,Occupational Health and Safety in Extractives
WB_4016,WB_4016_CLIMATE_SMART_MINING,Climate Smart Mining
WB_4017,WB_4017_CLIMATE_SMART_OIL_AND_GAS,Climate Smart Oil and Gas
WB_4018,WB_4018_FCS_AND_MINING,FCS and Mining
WB_4019,WB_4019_FCS_AND_OIL_AND_GAS,FCS and Oil and Gas
WB_4020,WB_4020_CITIZEN_ENGAGEMENT_IN_OIL_AND_GAS,Citizen Engagement in Oil and Gas
WB_4021,WB_4021_CITIZEN_ENGAGEMENT_IN_MINING,Citizen Engagement in Mining
WB_4022,WB_4022_HSE_IN_OIL_AND_GAS,HSE in Oil and Gas
WB_4023,WB_4023_HSE_IN_MINING,HSE in Mining
WB_4024,WB_4024_LIVESTOCK,Livestock
WB_4025,WB_4025_ONE_HEALTH,One Health
WB_4026,WB_4026_BANKING_MANAGEMENT_INFORMATION_SYSTEM,Banking Management Information System
WB_4027,WB_4027_RAIL_ECONOMICS_AND_FINANCING,Rail Economics and Financing
WB_4028,WB_4028_MOTOR_VEHICLE_CRASH_COST,Motor Vehicle Crash Cost
WB_4029,WB_4029_ROAD_FINANCING,Road Financing
WB_4030,WB_4030_ROAD_CONSTRUCTION,Road Construction
WB_4031,WB_4031_ROAD_MAINTENANCE,Road Maintenance
WB_4032,WB_4032_ROAD_REHABILITATION,Road Rehabilitation
WB_4033,WB_4033_ROAD_UPGRADING,Road Upgrading
WB_4034,WB_4034_ROAD_CLASSIFICATION,Road Classification
WB_4035,WB_4035_E-TOLLING_INFRASTRUCTURE,e-Tolling Infrastructure
WB_4036,WB_4036_PEDESTRIAN_SAFETY,Pedestrian Safety
WB_4037,WB_4037_BICYCLE_TRANSPORT,Bicycle Transport
WB_4038,WB_4038_VULNERABLE_ROAD_USERS</A></LI></UL></DIV>,Vulnerable Road Users</a></li></ul></div>
WB_4039,WB_4039_ANIMAL_DRAWN_CARTS,Animal Drawn Carts
WB_4040,WB_4040_PACK_ANIMALS,Pack Animals
WB_4041,WB_4041_HAND_CARTS,Hand Carts
WB_4042,WB_4042_WHEEL_BARROWS,Wheel Barrows
WB_4043,WB_4043_CANOES_AND_NON-MOTORIZED_BOATS,Canoes and Non-Motorized Boats
WB_4044,WB_4044_INLAND_WATERWAYS,Inland Waterways
WB_4045,WB_4045_RAIL_ENGINEERING,Rail Engineering
WB_4046,WB_4046_RAIL_POLICY_AND_REGULATION,Rail Policy and Regulation
WB_4047,WB_4047_RAIL_OPERATIONS,Rail Operations
WB_4048,WB_4048_RAIL_INTERMODAL_AND_LOGISTICS,Rail Intermodal and Logistics
WB_4049,WB_4049_RAIL_GREENHOUSE_GAS_ANALYSIS,Rail Greenhouse Gas Analysis
WB_405,WB_405_INVESTMENT_CLIMATE,Investment Climate
WB_4050,WB_4050_MOTOR_VEHICLE_TRANSPORT,Motor Vehicle Transport
WB_406,WB_406_COMPETITION_POLICY,Competition Policy
WB_407,WB_407_ECONOMIC_GOVERNANCE_AND_TRANSPARENCY,Economic Governance and Transparency
WB_408,WB_408_ENERGY_EFFICIENT_BUILDINGS,Energy Efficient Buildings
WB_409,WB_409_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES_FOR_BUSINESS_CLIMATE,Information and Communication Technologies for Business Climate
WB_410,WB_410_BUSINESS_LAW_AND_REGULATION,Business Law and Regulation
WB_411,WB_411_DEBT_RESOLUTION,Debt Resolution
WB_4119,WB_4119_ROAD_ASSET_MANAGEMENT,Road Asset Management
WB_412,WB_412_PRIVATE_PARTICIPATION_IN_EDUCATION,Private Participation in Education
WB_4120,WB_4120_ROAD_ASSET_EVALUATION,Road Asset Evaluation
WB_4122,WB_4122_TRANSPORT_CONTRACTING,Transport Contracting
WB_4123,WB_4123_ROAD_SUSTAINABILITY,Road Sustainability
WB_4124,WB_4124_ROAD_SAFETY_SYSTEMS,Road Safety Systems
WB_4125,WB_4125_ROAD_TYPE_-_RURAL_ROADS,Road Type - Rural Roads
WB_4126,WB_4126_ROAD_DESIGN_FEATURES,Road Design Features
WB_4127,WB_4127_ROAD_GEOGRAPHICAL_LOCATION,Road Geographical Location
WB_4128,WB_4128_ROAD_ROUGHNESS,Road Roughness
WB_4129,WB_4129_TRAFFIC_COUNT,Traffic Count
WB_413,WB_413_PRIVATE_PARTICIPATION_IN_HEALTH,Private Participation in Health
WB_4130,WB_4130_ROAD_CONSTRUCTION_SAFETY,Road Construction Safety
WB_4131,WB_4131_NEW_ROADS,New Roads
WB_4132,WB_4132_ROAD_PAVEMENT_TYPE,Road Pavement Type
WB_4133,WB_4133_ASPHALT,Asphalt
WB_4134,WB_4134_CONCRETE_PAVEMENT,Concrete Pavement
WB_4135,WB_4135_CRUSHED_STONE,Crushed Stone
WB_4136,WB_4136_BRIDGE_AND_DRAINAGE_MAINTENANCE,Bridge and Drainage Maintenance
WB_4137,WB_4137_ROAD_MAINTENANCE_STANDARDS,Road Maintenance Standards
WB_4138,WB_4138_ROAD_MAINTENANCE_STRATEGIES,Road Maintenance Strategies
WB_4139,WB_4139_TUNNEL_MAINTENANCE,Tunnel Maintenance
WB_414,WB_414_PRIVATE_PARTICIPATION_IN_INFRASTRUCTURE,Private Participation in Infrastructure
WB_4140,WB_4140_WINTER_ROAD_MAINTENANCE,Winter Road Maintenance
WB_4141,WB_4141_PERFORMANCE_BASED_MAINTENANCE_CONTRACTS,Performance Based Maintenance Contracts
WB_4142,WB_4142_BRIDGE_MANAGEMENT_SYSTEMS,Bridge Management Systems
WB_4143,WB_4143_HIGHWAY_DEVELOPMENT_AND_MANAGEMENT_MODEL,Highway Development and Management Model
WB_4144,WB_4144_PAVEMENT_MANAGEMENT_SYSTEM,Pavement Management System
WB_4145,WB_4145_ROAD_ASSET_MANAGEMENT_SYSTEM,Road Asset Management System
WB_4146,WB_4146_VEHICLE_LOADING,Vehicle Loading
WB_4147,WB_4147_CONSTRUCTION_BIDS_AND_CONTRACTS,Construction Bids and Contracts
WB_4148,WB_4148_IMPACT_EVALUATION_OF_TRANSPORT_INTERVENTIONS,Impact Evaluation of Transport Interventions
WB_4149,WB_4149_RISK_ASSESSMENT_IN_ROAD_CONTRACTS,Risk Assessment in Road Contracts
WB_4150,WB_4150_ENFORCEMENT_OF_ROAD_SUSTAINABILITY,Enforcement of Road Sustainability
WB_4151,WB_4151_FIRE_CONTROL_SYSTEMS,Fire Control Systems
WB_4152,WB_4152_ROAD_SENSORS,Road Sensors
WB_4153,WB_4153_HOV_LANE_MONITORING_AND_CONTROL,HOV Lane Monitoring and Control
WB_4154,WB_4154_TRAFFIC_CONTROL_CENTERS,Traffic Control Centers
WB_4155,WB_4155_RAMP_METERING,Ramp Metering
WB_4156,WB_4156_REAL_TIME_TRAFFIC_SURVEILLANCE,Real Time Traffic Surveillance
WB_4157,WB_4157_ROAD_WEATHER_MANAGEMENT,Road Weather Management
WB_4158,WB_4158_TRAFFIC_TIME_INFORMATION_SYSTEM,Traffic Time Information System
WB_4159,WB_4159_INTELLIGENT_TRANSPORT_SYSTEMS_FOR_ROAD_NETWORKS,Intelligent Transport Systems for Road Networks
WB_4160,WB_4160_INTELLIGENT_TRANSPORT_SYSTEMS_FOR_NETWORK_MANAGEMENT,Intelligent Transport Systems for Network Management
WB_4161,WB_4161_ROAD_TYPE_-_MOTORWAYS,Road Type - Motorways
WB_4162,WB_4162_ROAD_TYPE_-_NATIONAL_ROADS,Road Type - National Roads
WB_4163,WB_4163_ROAD_TYPE_-_REGIONAL_ROADS,Road Type - Regional Roads
WB_4164,WB_4164_ROAD_TYPE_-_SECONDARY_ROADS,Road Type - Secondary Roads
WB_4165,WB_4165_ROAD_TYPE_-_TERTIARY_ROADS,Road Type - Tertiary Roads
WB_4166,WB_4166_ROAD_TYPE_-_DISTRICT_ROADS,Road Type - District Roads
WB_4167,WB_4167_ROAD_SAFETY_FINANCING_INSTITUTIONS,Road Safety Financing Institutions
WB_4168,WB_4168_ROAD_SAFETY_INFRASTRUCTURE,Road Safety Infrastructure
WB_4169,WB_4169_TRAFFIC_SAFETY_LAWS,Traffic Safety Laws
WB_417,WB_417_CORPORATE_GOVERNANCE,Corporate Governance
WB_4170,WB_4170_ROAD_SAFETY_ENFORCEMENT,Road Safety Enforcement
WB_4171,WB_4171_ANIMAL_TRANSPORT_SAFETY,Animal Transport Safety
WB_4172,WB_4172_ROAD_WORKER_HEALTH_AND_SAFETY,Road Worker Health and Safety
WB_4173,WB_4173_ROADWAY_SECURITY_AND_EMERGENCIES,Roadway Security and Emergencies
WB_4174,WB_4174_GLOBAL_ROAD_SAFETY_FACILITY,Global Road Safety Facility
WB_4175,WB_4175_ROAD_SAFETY_LEAD_AGENCY,Road Safety Lead Agency
WB_4176,WB_4176_VEHICLE_LICENSING,Vehicle Licensing
WB_4177,WB_4177_VEHICLE_SAFETY_STANDARDS,Vehicle Safety Standards
WB_4178,WB_4178_RURAL_ACCESSIBILITY,Rural Accessibility
