Type,Code,Name,Description
Topic,WB_3767_MANUFACTURING_AND_SERVICES,Manufacturing and Services,
Topic,WB_3768_CHEMICALS_AND_FERTILIZERS,Chemicals and Fertilizers,
Topic,WB_3769_CONSTRUCTION_MATERIALS,Construction Materials,
Topic,WB_377_FIRM_INNOVATION,Firm Innovation,
Topic,WB_3770_ENERGY_EFFICIENT_MACHINERY,Energy Efficient Machinery,
Topic,WB_3771_OTHER_MANUFACTURING,Other Manufacturing,
Topic,WB_3772_AGRIBUSINESS_AND_FORESTRY,Agribusiness and Forestry,
Topic,WB_3773_ANIMAL_PROTEIN,Animal Protein,
Topic,WB_3774_FOREST_AND_WOOD_PRODUCTS,Forest and Wood Products,
Topic,WB_3775_PACKAGED_FOOD_AND_BEVERAGES,Packaged Food and Beverages,
Topic,WB_3776_PRIMARY_PRODUCTION_/_COMMODITY_PROCESSING,Primary Production / Commodity Processing,
Topic,WB_3777_TOURISM_CONSTRUCTION,Tourism Construction,
Topic,WB_3778_RETAIL,Retail,
Topic,WB_3779_CONSTRUCTION_AND_REAL_ESTATE_PROPERTY,Construction and Real Estate Property,
Topic,WB_378_INNOVATION_AND_TECHNOLOGY_POLICY,Innovation and Technology Policy,
Topic,WB_3780_GOVERNMENT_FAILURES,Government Failures,
Topic,WB_3781_MARKETS_AND_INSTITUTIONS_FOR_POVERTY_REDUCTION_AND_SHARED_PROSPERITY,Markets and Institutions for Poverty Reduction and Shared Prosperity,
Topic,WB_3784_CLIMATE_CHANGE_AND_REFUGEES,Climate Change and Refugees,
Topic,WB_3785_INCLUSIVE_JOBS_AND_POVERTY,Inclusive Jobs and Poverty,
Topic,WB_3786_POVERTY,Poverty,
Topic,WB_3787_POVERTY_AND_JOBS_DIAGNOSTICS,Poverty and Jobs Diagnostics,
Topic,WB_3788_POVERTY_AND_JOBS_STRATEGIES,Poverty and Jobs Strategies,
Topic,WB_3789_RESIDENTIAL_ENERGY_EFFICIENCY,Residential Energy Efficiency,
Topic,WB_3790_ENERGY_EFFICIENT_LIGHTING,Energy Efficient Lighting,
Topic,WB_3791_ENERGY_EFFICIENT_APPLIANCES,Energy Efficient Appliances,
Topic,WB_3792_BIOGAS_ENERGY,Biogas Energy,
Topic,WB_3793_RENEWABLE_ENERGY_FINANCE,Renewable Energy Finance,
Topic,WB_3794_ENERGY_EFFICIENCY_POLICY,Energy Efficiency Policy,
Topic,WB_3795_PUBLIC_ENERGY_EFFICIENCY,Public Energy Efficiency,
Topic,WB_3796_MUNICIPAL_ENERGY_EFFICIENCY,Municipal Energy Efficiency,
Topic,WB_3797_FINANCIAL_INSTITUTIONS,Financial Institutions,
Topic,WB_3798_BANKING_ON_WOMEN,Banking on Women,
Topic,WB_3799_BANKING_ON_WOMEN_BLENDED_FINANCE,Banking on Women Blended Finance,
Topic,WB_380_FUNDING_INNOVATION,Funding Innovation,
Topic,WB_3800_BANKING_ON_WOMEN_CUSTOMER_VALUE_PROPOSITION,Banking on Women Customer Value Proposition,
Topic,WB_3801_BANKING_ON_WOMEN_DATA_AND_ANALYTICS,Banking on Women Data and Analytics,
Topic,WB_3802_BANKING_ON_WOMEN_GENDER_INTELLIGENCE,Banking on Women Gender Intelligence,
Topic,WB_3803_BANKING_ON_WOMEN_MARKET_STUDIES,Banking on Women Market Studies,
Topic,WB_3804_BANKING_ON_WOMEN_FINANCIAL_MOBILIZATION,Banking on Women Financial Mobilization,
Topic,WB_3805_BANKING_ON_WOMEN_NON-FINANCIAL_SERVICES,Banking on Women Non-Financial Services,
Topic,WB_3806_BANKING_ON_WOMEN_RISK_SHARING_FACILITIES,Banking on Women Risk Sharing Facilities,
Topic,WB_3807_BANKING_ON_WOMEN_SME_BANKING,Banking on Women SME Banking,
Topic,WB_3808_INVESTMENTS_IN_CAPITAL_MARKET_INTERMEDIARIES,Investments in Capital Market Intermediaries,
Topic,WB_3809_LEVERAGE_FOR_CAPITAL_MARKET_INTERMEDIARIES,Leverage for Capital Market Intermediaries,
Topic,WB_3810_PLAIN_VANILLA_ANCHOR_INVESTMENTS,Plain Vanilla Anchor Investments,
Topic,WB_3811_STRUCTURED_FINANCE_CREDIT_ENHANCEMENTS,Structured Finance Credit Enhancements,
Topic,WB_3812_CLIMATE_CHANGE_ADAPTATION_FINANCE,Climate Change Adaptation Finance,
Topic,WB_3813_GREEN_BONDS,Green Bonds,
Topic,WB_3814_DIGITAL_FINANCE,Digital Finance,
Topic,WB_3815_DATA_DRIVEN_LENDING,Data Driven Lending,
Topic,WB_3816_DIGITAL_FINANCE_DELIVERY_CHANNELS,Digital Finance Delivery Channels,
Topic,WB_3817_PEER-TO-PEER_LENDING,Peer-to-Peer Lending,
Topic,WB_3818_ONLINE_MARKETPLACE,Online Marketplace,
Topic,WB_3819_INSURANCE_FOR_CLIMATE_FINANCE,Insurance for Climate Finance,
Topic,WB_382_TAX_CREDITS_AND_DIRECT_SUBSIDIES,Tax Credits and Direct Subsidies,
Topic,WB_3820_SMALL_SCALE_RENEWABLE_ENERGY_FINANCE,Small Scale Renewable Energy Finance,
Topic,WB_3821_GREEN_MORTGAGE_FINANCE,Green Mortgage Finance,
Topic,WB_3822_CLIMATE_CARVE_OUTS_FOR_SME_AND_HOUSING_FINANCE,Climate Carve Outs for SME and Housing Finance,
Topic,WB_3823_VIRTUAL_WALLETS,Virtual Wallets,
Topic,WB_3824_DISTRESSED_ASSET_RESOLUTION,Distressed Asset Resolution,
Topic,WB_3825_NON-PERFORMING_LOAN_MANAGEMENT,Non-Performing Loan Management,
Topic,WB_3826_REFINANCING_AND_RESTRUCTURING_OF_DISTRESSED_ASSETS,Refinancing and Restructuring of Distressed Assets,
Topic,WB_3827_SPECIAL_PURPOSE_VEHICLE_STRUCTURING,Special Purpose Vehicle Structuring,
Topic,WB_3828_VALUATION_AND_ACQUISITION_OF_NON-PERFORMING_LOAN_POOLS,Valuation and Acquisition of Non-Performing Loan Pools,
Topic,WB_3829_HOUSING_FINANCE_AND_CLIMATE_CHANGE,Housing Finance and Climate Change,
Topic,WB_383_ANGEL_AND_VENTURE_CAPITAL,Angel and Venture Capital,
Topic,WB_3830_HOUSING_DEVELOPER_FINANCE,Housing Developer Finance,
Topic,WB_3831_HOUSING_MICROFINANCE,Housing Microfinance,
Topic,WB_3832_HOUSING_FINANCE_AND_ISLAMIC_FINANCE,Housing Finance and Islamic Finance,
Topic,WB_3833_LAND_ACQUISITION,Land Acquisition,
Topic,WB_3834_MORTGAGE_MARKET_DEVELOPMENT,Mortgage Market Development,
Topic,WB_3835_STRUCTURED_FINANCE,Structured Finance,
Topic,WB_3836_INSURANCE,Insurance,
Topic,WB_3837_LIFE_INSURANCE,Life Insurance,
Topic,WB_3838_MICRO_INSURANCE,Micro Insurance,
Topic,WB_3839_NON-LIFE_INSURANCE,Non-Life Insurance,
Topic,WB_384_LOANS_AND_GUARANTEES,Loans and Guarantees,
Topic,WB_3840_STRATEGY_AND_RISK_MANAGEMENT_FOR_INSURANCE_PRODUCTS,Strategy and Risk Management for Insurance Products,
Topic,WB_3841_BLENDED_MICROFINANCE,Blended Microfinance,
Topic,WB_3842_CUSTOMER_VALUE_PROPOSITION,Customer Value Proposition,
Topic,WB_3843_MICROFINANCE_MOBILIZATION,Microfinance Mobilization,
Topic,WB_3844_RISK_SHARING_FACILITIES,Risk Sharing Facilities,
Topic,WB_3845_BANK_DOWNSCALING,Bank Downscaling,
Topic,WB_3846_SME_UPSCALING,SME Upscaling,
Topic,WB_3847_TRANSFORMATION_OF_MICROFINANCE_INSTITUTIONS,Transformation of Microfinance Institutions,
Topic,WB_3848_PRODUCT_DEVELOPMENT_FOR_MICROFINANCE,Product Development for Microfinance,
Topic,WB_3849_MICROFINANCE_CHANNEL_DEVELOPMENT,Microfinance Channel Development,
Topic,WB_385_HUMAN_CAPITAL_FOR_INNOVATION_AND_ENTREPRENEURSHIP,Human Capital for Innovation and Entrepreneurship,
Topic,WB_3850_VERY_SMALL_ENTERPRISE_FINANCE,Very Small Enterprise Finance,
Topic,WB_3851_RESPONSIBLE_FINANCE,Responsible Finance,
Topic,WB_3852_SME_FINANCE,SME Finance,
Topic,WB_3853_SME_BANKER_TRAINING,SME Banker Training,
Topic,WB_3854_SME_HUMAN_RESOURCES,SME Human Resources,
Topic,WB_3855_SME_CREDIT_LINES,SME Credit Lines,
Topic,WB_3856_SME_CREDIT_RISK_MANAGEMENT,SME Credit Risk Management,
Topic,WB_3857_SME_OPERATIONS_CHANNELS,SME Operations Channels,
Topic,WB_3858_SME_VALUE_CHAIN_FINANCE,SME Value Chain Finance,
Topic,WB_3859_UNSECURED_LENDING,Unsecured Lending,
Topic,WB_386_ENTREPRENEURSHIP_AND_INNOVATION_MANAGEMENT_CAPABILITY,Entrepreneurship and Innovation Management Capability,
Topic,WB_3860_MSME_ISLAMIC_FINANCE,MSME Islamic Finance,
Topic,WB_3861_MSME_NON-FINANCIAL_SERVICES,MSME Non-Financial Services,
Topic,WB_3862_MSME_MARKET_STUDIES_AND_ANALYTICS,MSME Market Studies and Analytics,
Topic,WB_3863_MSME_DATA_AND_ANALYTICS,MSME Data and Analytics,
Topic,WB_3864_BANKING_STRATEGY_AND_RISK_MANAGEMENT,Banking Strategy and Risk Management,
Topic,WB_3865_CAPITAL_MANAGEMENT_AND_PRICING,Capital Management and Pricing,
Topic,WB_3866_CORE_BANKING_PRODUCTS,Core Banking Products,
Topic,WB_3867_CYBER_SECURITY_FOR_BANKING,Cyber Security for Banking,
Topic,WB_3868_BANKING_DELIVERY_CHANNELS,Banking Delivery Channels,
Topic,WB_3869_BANKING_NETWORK_MANAGEMENT,Banking Network Management,
Topic,WB_387_VOCATIONAL_AND_TECHNICAL_TRAINING,Vocational and Technical Training,
Topic,WB_3870_FINANCIAL_MODELING,Financial Modeling,
Topic,WB_3872_MERGERS_AND_ACQUISITIONS,Mergers and Acquisitions,
Topic,WB_3873_MARKET_ANALYSIS_AND_SEGMENTATION,Market Analysis and Segmentation,
Topic,WB_3874_BANKING_ORGANIZATION_DESIGN,Banking Organization Design,
Topic,WB_3875_PERFORMANCE_EVALUATION_AND_INCENTIVES_IN_BANKING,Performance Evaluation and Incentives in Banking,
Topic,WB_3877_PRODUCT_DESIGN_IN_BANKING,Product Design in Banking,
Topic,WB_3878_RETAIL_BANKING,Retail Banking,
Topic,WB_3879_BANKING_STRATEGY,Banking Strategy,
Topic,WB_388_ENTREPRENEURIAL_AND_RESEARCH_DIASPORA_LINKAGE,Entrepreneurial and Research Diaspora Linkage,
Topic,WB_3880_TECHNOLOGY_STRATEGY_AND_PLANNING_FOR_BANKING,Technology Strategy and Planning for Banking,
Topic,WB_3881_CREDIT_PROCESSES,Credit Processes,
Topic,WB_3882_CREDIT_SCORING,Credit Scoring,
Topic,WB_3883_BANKING_RISK_GOVERNANCE,Banking Risk Governance,
Topic,WB_3884_BANKING_RISK_AND_COMPLIANCE,Banking Risk and Compliance,
Topic,WB_3885_CREDIT_RISK,Credit Risk,
Topic,WB_3886_BANKING_OPERATIONAL_RISK,Banking Operational Risk,
Topic,WB_3887_INTERNAL_CAPITAL_ADEQUACY_ASSESSMENT_PROCESS,Internal Capital Adequacy Assessment Process,
Topic,WB_3888_INTEREST_RATE_RISK,Interest Rate Risk,
Topic,WB_3889_LIQUIDITY_RISK,Liquidity Risk,
Topic,WB_3890_BANKING_INSTITUTION_STRENGTHENING_AND_BUILDING,Banking Institution Strengthening and Building,
Topic,WB_3891_FINANCIAL_STRESS_TESTING,Financial Stress Testing,
Topic,WB_3892_FINANCIAL_SIMULATION,Financial Simulation,
Topic,WB_3893_BANKING_STRATEGY_AND_RISK_MANAGEMENT_POLICIES,Banking Strategy and Risk Management Policies,
Topic,WB_3894_FINANCIAL_RISK_CALCULATORS,Financial Risk Calculators,
Topic,WB_3895_FINANCIAL_RISK_REPORTING,Financial Risk Reporting,
Topic,WB_3896_BANKING_RISK_PACKAGES,Banking Risk Packages,
Topic,WB_3897_BANKING_STRATEGY_AND_RISK_MANAGEMENT_CLIENT_TRAINING,Banking Strategy and Risk Management Client Training,
Topic,WB_3898_BANKING_STRATEGY_AND_RISK_MANAGEMENT_PRESENTATIONS,Banking Strategy and Risk Management Presentations,
Topic,WB_3899_RISK_ASSESSMENT_FRAMEWORK,Risk Assessment Framework,
Topic,WB_390_NATIONAL_QUALITY_SYSTEMS,National Quality Systems,
Topic,WB_3900_BANKING_RISK_DIAGNOSTIC,Banking Risk Diagnostic,
Topic,WB_3901_RISK_ASSESSMENT_FRAMEWORK_MATURITY_MATRIX,Risk Assessment Framework Maturity Matrix,
Topic,WB_3902_BANKING_RISK_MANAGEMENT,Banking Risk Management,
Topic,WB_3903_TRADE_AND_COMMODITY_FINANCE,Trade and Commodity Finance,
Topic,WB_3904_PORTFOLIO-BASED_RISK_SHARING_SOLUTIONS,Portfolio-Based Risk Sharing Solutions,
Topic,WB_3905_SHORT-TERM_CREDIT_LINES,Short-Term Credit Lines,
Topic,WB_3906_TRADE_GUARANTEES,Trade Guarantees,
Topic,WB_3907_CARBON_CAPTURE_AND_STORAGE_FINANCE,Carbon Capture and Storage Finance,
Topic,WB_3908_ENERGY_STORAGE,Energy Storage,
Topic,WB_3909_GRID_EXTENSION,Grid Extension,
Topic,WB_3910_GRID_DENSIFICATION,Grid Densification,
Topic,WB_3911_SLUM_ELECTRIFICATION,Slum Electrification,
Topic,WB_3912_MINI-GRID_SYSTEM,Mini-Grid System,
Topic,WB_3913_PORTABLE_OFF-GRID_SYSTEM,Portable Off-Grid System,
Topic,WB_3914_STANDALONE_OFF-GRID_SYSTEM,Standalone Off-Grid System,
Topic,WB_3915_PRODUCTIVE_USES_OF_ELECTRICITY,Productive Uses of Electricity,
Topic,WB_3916_ELECTRICITY_ACCESS_AND_AGRICULTURE,Electricity Access and Agriculture,
Topic,WB_3917_ELECTRICITY_ACCESS_AND_WATER,Electricity Access and Water,
Topic,WB_3918_INSTITUTIONAL_USES_OF_ELECTRICITY,Institutional Uses of Electricity,
Topic,WB_3919_ELECTRICITY_ACCESS_AND_HEALTH,Electricity Access and Health,
Topic,WB_3920_ELECTRICITY_ACCESS_AND_EDUCATION,Electricity Access and Education,
Topic,WB_3921_ACCESS_TO_PUBLIC_LIGHTING,Access to Public Lighting,
Topic,WB_3922_IMPROVED_ACCESS_TO_ELECTRICITY_SERVICES,Improved Access to Electricity Services,
Topic,WB_3923_ENERGY_ACCESS_POLICY_AND_REGULATIONS,Energy Access Policy and Regulations,
Topic,WB_3924_OIL_AND_GAS_TAX_ADMINISTRATION,Oil and Gas Tax Administration,
Topic,WB_3925_EXTRACTIVES_AND_SOCIAL_DEVELOPMENT,Extractives and Social Development,
Topic,WB_3926_EXTRACTIVES_AND_INTEGRATED_LANDSCAPE_PLANNING,Extractives and Integrated Landscape Planning,
Topic,WB_3927_OIL_AND_GAS_ENVIRONMENTAL_MANAGEMENT,Oil and Gas Environmental Management,
Topic,WB_3928_GEMSTONES,Gemstones,
Topic,WB_3929_MINING_TAX_ADMINISTRATION,Mining Tax Administration,
Topic,WB_3930_MINING_AND_SOCIAL_DEVELOPMENT,Mining and Social Development,
Topic,WB_3931_MINE_WASTE_AND_TAILINGS,Mine Waste and Tailings,
Topic,WB_3932_MINE_CLOSURE_AND_REHABILITATION,Mine Closure and Rehabilitation,
Topic,WB_3933_INDUSTRIAL_MINERALS,Industrial Minerals,
Topic,WB_3934_EXTRACTIVES_AND_CROSS-CUTTING_THEMES,Extractives and Cross-Cutting Themes,
Topic,WB_3935_EXTRACTIVES_AND_GENDER,Extractives and Gender,
Topic,WB_3936_GENDER_AND_OIL_AND_GAS,Gender and Oil and Gas,
Topic,WB_3937_POWER_SECTOR_REFORM,Power Sector Reform,
Topic,WB_3938_POVERTY_AND_SOCIAL_IMPACT_ANALYSIS_OF_POWER_SECTOR_REFORM,Poverty and Social Impact Analysis of Power Sector Reform,
Topic,WB_3939_POLITICAL_ECONOMY_OF_POWER_SECTOR_REFORM,Political Economy of Power Sector Reform,
Topic,WB_394_TECHNOLOGY_EXTENSION_SERVICES,Technology Extension Services,
Topic,WB_3940_ECONOMIC_ANALYSIS_OF_POWER_PROJECTS,Economic Analysis of Power Projects,
Topic,WB_3941_IMPACT_EVALUATION_OF_POWER_PROJECTS,Impact Evaluation of Power Projects,
Topic,WB_3942_POWER_TARIFFS,Power Tariffs,
Topic,WB_3943_POWER_TARIFF_REGULATION,Power Tariff Regulation,
Topic,WB_3944_POWER_TARIFF_STRUCTURE,Power Tariff Structure,
Topic,WB_3945_POWER_COSTS,Power Costs,
Topic,WB_3946_POWER_DEMAND_FORECASTING,Power Demand Forecasting,
Topic,WB_3947_POWER_SECTOR_MARKET_DESIGN,Power Sector Market Design,
Topic,WB_3948_POWER_SECTOR_REGULATION,Power Sector Regulation,
Topic,WB_3949_POWER_SECTOR_RESTRUCTURING,Power Sector Restructuring,
Topic,WB_395_EARLY_STAGE_MENTORING,Early Stage Mentoring,
Topic,WB_3950_CORPORATE_GOVERNANCE_OF_POWER_UTILITIES,Corporate Governance of Power Utilities,
Topic,WB_3951_POWER_UTILITY_REFORM,Power Utility Reform,
Topic,WB_3952_TRANSMISSION_CONCESSIONS,Transmission Concessions,
Topic,WB_3953_DISTRIBUTION_CONCESSIONS,Distribution Concessions,
Topic,WB_3954_ELECTRICITY_DISTRIBUTION_LEASE_AND_MANAGEMENT_CONTRACTS,Electricity Distribution Lease and Management Contracts,
Topic,WB_3955_FINANCIAL_ANALYSIS_OF_ENERGY_PROJECTS,Financial Analysis of Energy Projects,
Topic,WB_3956_UTILITY_FINANCE,Utility Finance,
Topic,WB_3957_POWER_DISTRIBUTION_LINE_CONSTRUCTION,Power Distribution Line Construction,
Topic,WB_3958_POWER_DISTRIBUTION_SYSTEM_GRID_DENSIFICATION,Power Distribution System Grid Densification,
Topic,WB_3959_POWER_DISTRIBUTION_SUBSTATION_CONSTRUCTION,Power Distribution Substation Construction,
Topic,WB_3960_POWER_DISTRIBUTION_LINE_REHABILITATION,Power Distribution Line Rehabilitation,
Topic,WB_3961_POWER_DISTRIBUTION_LOSS_REDUCTION,Power Distribution Loss Reduction,
Topic,WB_3962_POWER_DISTRIBUTION_SUBSTATION_REHABILITATION,Power Distribution Substation Rehabilitation,
Topic,WB_3963_HIGH_VOLTAGE_ALTERNATING_CURRENT,High Voltage Alternating Current,
Topic,WB_3964_HIGH_VOLTAGE_DIRECT_CURRENT,High Voltage Direct Current,
Topic,WB_3965_POWER_SYSTEMS_REGIONAL_INFRASTRUCTURE,Power Systems Regional Infrastructure,
Topic,WB_3966_POWER_SYSTEMS_CROSS-BORDER_INFRASTRUCTURE,Power Systems Cross-Border Infrastructure,
Topic,WB_3967_SMART_GRID_INSTALLATION_FOR_RENEWABLE_ENERGY_INTEGRATION,Smart Grid Installation for Renewable Energy Integration,
Topic,WB_3968_SMART_GRID_INSTALLATION_FOR_LOSS_REDUCTION,Smart Grid Installation for Loss Reduction,
Topic,WB_3969_SMART_GRID_INSTALLATION_FOR_REGIONAL_INTEGRATION,Smart Grid Installation for Regional Integration,
Topic,WB_3970_ADVANCED_METERING_SOLUTIONS_FOR_LOSS_REDUCTION,Advanced Metering Solutions for Loss Reduction,
Topic,WB_3971_TRANSMISSION_SYSTEM_INTELLIGENCE_FOR_LOSS_REDUCTION,Transmission System Intelligence for Loss Reduction,
Topic,WB_3972_SMART_GRID_DATA_ANALYTICS_SYSTEM_FOR_LOSS_REDUCTION,Smart Grid Data Analytics System for Loss Reduction,
Topic,WB_3973_POWER_DISTRIBUTION_AUTOMATION_SYSTEM_FOR_LOSS_REDUCTION,Power Distribution Automation System for Loss Reduction,
Topic,WB_3974_ADVANCED_METERING_SOLUTIONS_FOR_REGIONAL_INTEGRATION,Advanced Metering Solutions for Regional Integration,
Topic,WB_3975_POWER_DISTRIBUTION_AUTOMATION_SYSTEM_FOR_REGIONAL_INTEGRATION,Power Distribution Automation System for Regional Integration,
Topic,WB_3976_SMART_GRID_DATA_ANALYTICS_SYSTEM_FOR_REGIONAL_INTEGRATION,Smart Grid Data Analytics System for Regional Integration,
Topic,WB_3977_TRANSMISSION_SYSTEM_INTELLIGENCE_FOR_REGIONAL_INTEGRATION,Transmission System Intelligence for Regional Integration,
Topic,WB_3978_ADVANCED_METERING_SOLUTIONS_FOR_RENEWABLE_ENERGY_INTEGRATION,Advanced Metering Solutions for Renewable Energy Integration,
Topic,WB_3979_POWER_DISTRIBUTION_AUTOMATION_SYSTEM_FOR_RENEWABLE_ENERGY_INTEGRATION,Power Distribution Automation System for Renewable Energy Integration,
Topic,WB_398_FEMALE_AND_YOUTH_ENTREPRENEURSHIP,Female and Youth Entrepreneurship,
Topic,WB_3980_SMART_GRID_DATA_ANALYTICS_SYSTEM_FOR_RENEWABLE_ENERGY_INTEGRATION,Smart Grid Data Analytics System for Renewable Energy Integration,
Topic,WB_3981_TRANSMISSION_SYSTEM_INTELLIGENCE_FOR_RENEWABLE_ENERGY_INTEGRATION,Transmission System Intelligence for Renewable Energy Integration,
Topic,WB_3982_HVAC_POWER_LINE_CONSTRUCTION,HVAC Power Line Construction,
Topic,WB_3983_HVAC_POWER_SUBSTATION_CONSTRUCTION,HVAC Power Substation Construction,
Topic,WB_3984_HVAC_POWER_LINE_REHABILITATION,HVAC Power Line Rehabilitation,
Topic,WB_3985_HVAC_POWER_SUBSTATION_REHABILITATION,HVAC Power Substation Rehabilitation,
Topic,WB_3986_HVAC_POWER_TRANSMISSION_FOR_RENEWABLE_ENERGY_INTEGRATION,HVAC Power Transmission for Renewable Energy Integration,
Topic,WB_3987_HVAC_POWER_TRANSMISSION_FOR_REGIONAL_INTEGRATION,HVAC Power Transmission for Regional Integration,
Topic,WB_3988_LOSS_REDUCTION_IN_HVAC_POWER_TRANSMISSION,Loss Reduction in HVAC Power Transmission,
Topic,WB_3989_MINING_BENEFITS_SHARING,Mining Benefits Sharing,
Topic,WB_399_INNOVATION_FOR_GREEN_GROWTH,Innovation for Green Growth,
Topic,WB_3990_BANK_MANAGEMENT,Bank Management,
Topic,WB_3991_BANK_EARNINGS,Bank Earnings,
Topic,WB_3992_BANK_LIQUIDITY,Bank Liquidity,
Topic,WB_3993_BANK_SENSITIVITY,Bank Sensitivity,
Topic,WB_3994_BANK_AUDITING,Bank Auditing,
Topic,WB_3995_BANK_TREASURY_MANAGEMENT,Bank Treasury Management,
Topic,WB_3996_ASSET_LIABILITY_MANAGEMENT,Asset Liability Management,
Topic,WB_3997_HVDC_POWER_LINE_CONSTRUCTION,HVDC Power Line Construction,
Topic,WB_3998_HVDC_POWER_LINE_REHABILITATION,HVDC Power Line Rehabilitation,
Topic,WB_3999_HVDC_POWER_SUBSTATION_CONSTRUCTION,HVDC Power Substation Construction,
Topic,WB_400_INNOVATION-DRIVEN_INCLUSIVE_GROWTH,Innovation-Driven Inclusive Growth,
Topic,WB_4000_HVDC_POWER_SUBSTATION_REHABILITATION,HVDC Power Substation Rehabilitation,
Topic,WB_4001_HVDC_POWER_TRANSMISSION_FOR_REGIONAL_INTEGRATION,HVDC Power Transmission for Regional Integration,
Topic,WB_4002_LOSS_REDUCTION_IN_HVDC_POWER_TRANSMISSION,Loss Reduction in HVDC Power Transmission,
Topic,WB_4004_HVDC_POWER_TRANSMISSION_FOR_RENEWABLE_ENERGY_INTEGRATION,HVDC Power Transmission for Renewable Energy Integration,
Topic,WB_4005_CROSS-BORDER_POWER_LINE_CONSTRUCTION,Cross-Border Power Line Construction,
Topic,WB_4006_CROSS-BORDER_POWER_SUBSTATION_CONSTRUCTION,Cross-Border Power Substation Construction,
Topic,WB_4007_CROSS-BORDER_POWER_LINE_REHABILITATION,Cross-Border Power Line Rehabilitation,
Topic,WB_4008_CROSS-BORDER_POWER_SUBSTATION_REHABILITATION,Cross-Border Power Substation Rehabilitation,
Topic,WB_4009_REGIONAL_HVAC_INFRASTRUCTURE,Regional HVAC Infrastructure,
Topic,WB_4010_REGIONAL_HVDC_INFRASTRUCTURE,Regional HVDC Infrastructure,
Topic,WB_4011_ENERGY_STORAGE_BATTERIES,Energy Storage Batteries,
Topic,WB_4012_EXTRACTIVES_AND_CLIMATE,Extractives and Climate,
Topic,WB_4013_EXTRACTIVES_AND_FRAGILE_AND_CONFLICT_STATES,Extractives and Fragile and Conflict States,
Topic,WB_4014_EXTRACTIVES_AND_CITIZEN_ENGAGEMENT,Extractives and Citizen Engagement,
Topic,WB_4015_OCCUPATIONAL_HEALTH_AND_SAFETY_IN_EXTRACTIVES,Occupational Health and Safety in Extractives,
Topic,WB_4016_CLIMATE_SMART_MINING,Climate Smart Mining,
Topic,WB_4017_CLIMATE_SMART_OIL_AND_GAS,Climate Smart Oil and Gas,
Topic,WB_4018_FCS_AND_MINING,FCS and Mining,
Topic,WB_4019_FCS_AND_OIL_AND_GAS,FCS and Oil and Gas,
Topic,WB_4020_CITIZEN_ENGAGEMENT_IN_OIL_AND_GAS,Citizen Engagement in Oil and Gas,
Topic,WB_4021_CITIZEN_ENGAGEMENT_IN_MINING,Citizen Engagement in Mining,
Topic,WB_4022_HSE_IN_OIL_AND_GAS,HSE in Oil and Gas,
Topic,WB_4023_HSE_IN_MINING,HSE in Mining,
Topic,WB_4024_LIVESTOCK,Livestock,
Topic,WB_4025_ONE_HEALTH,One Health,
Topic,WB_4026_BANKING_MANAGEMENT_INFORMATION_SYSTEM,Banking Management Information System,
Topic,WB_4027_RAIL_ECONOMICS_AND_FINANCING,Rail Economics and Financing,
Topic,WB_4028_MOTOR_VEHICLE_CRASH_COST,Motor Vehicle Crash Cost,
Topic,WB_4029_ROAD_FINANCING,Road Financing,
Topic,WB_4030_ROAD_CONSTRUCTION,Road Construction,
Topic,WB_4031_ROAD_MAINTENANCE,Road Maintenance,
Topic,WB_4032_ROAD_REHABILITATION,Road Rehabilitation,
Topic,WB_4033_ROAD_UPGRADING,Road Upgrading,
Topic,WB_4034_ROAD_CLASSIFICATION,Road Classification,
Topic,WB_4035_E-TOLLING_INFRASTRUCTURE,e-Tolling Infrastructure,
Topic,WB_4036_PEDESTRIAN_SAFETY,Pedestrian Safety,
Topic,WB_4037_BICYCLE_TRANSPORT,Bicycle Transport,
Topic,WB_4038_VULNERABLE_ROAD_USERS,Vulnerable Road Users,
Topic,WB_4039_ANIMAL_DRAWN_CARTS,Animal Drawn Carts,
Topic,WB_4040_PACK_ANIMALS,Pack Animals,
Topic,WB_4041_HAND_CARTS,Hand Carts,
Topic,WB_4042_WHEEL_BARROWS,Wheel Barrows,
Topic,WB_4043_CANOES_AND_NON-MOTORIZED_BOATS,Canoes and Non-Motorized Boats,
Topic,WB_4044_INLAND_WATERWAYS,Inland Waterways,
Topic,WB_4045_RAIL_ENGINEERING,Rail Engineering,
Topic,WB_4046_RAIL_POLICY_AND_REGULATION,Rail Policy and Regulation,
Topic,WB_4047_RAIL_OPERATIONS,Rail Operations,
Topic,WB_4048_RAIL_INTERMODAL_AND_LOGISTICS,Rail Intermodal and Logistics,
Topic,WB_4049_RAIL_GREENHOUSE_GAS_ANALYSIS,Rail Greenhouse Gas Analysis,
Topic,WB_405_INVESTMENT_CLIMATE,Investment Climate,
Topic,WB_4050_MOTOR_VEHICLE_TRANSPORT,Motor Vehicle Transport,
Topic,WB_406_COMPETITION_POLICY,Competition Policy,
Topic,WB_407_ECONOMIC_GOVERNANCE_AND_TRANSPARENCY,Economic Governance and Transparency,
Topic,WB_408_ENERGY_EFFICIENT_BUILDINGS,Energy Efficient Buildings,
Topic,WB_409_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES_FOR_BUSINESS_CLIMATE,Information and Communication Technologies for Business Climate,
Topic,WB_410_BUSINESS_LAW_AND_REGULATION,Business Law and Regulation,
